service	version	controller	method	path_template	path_params	query_params	header_params	body_type	return_type	response_codes	content_types	typing	claim
igor	v4.22.0	BuildController.getBuilds	ANY	/builds/all/{master:.+}/**	master	-	-	-	List<Object>	-	-	untyped-return	CLAIM-S2-R0738 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:157
igor	v4.22.0	BuildController.stop	PUT	/masters/{name}/jobs/{jobName}/stop/{queuedBuild}/{buildNumber}	name,jobName,queuedBuild,buildNumber	-	-	-	String	-	-	typed	CLAIM-S2-R0739 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:166
igor	v4.22.0	BuildController.stopWithQueryParam	PUT	/masters/{master}/jobs/stop/{queuedBuild}/{buildNumber}	master,queuedBuild,buildNumber	jobName:required	-	-	String	-	-	typed	CLAIM-S2-R0740 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:177
igor	v4.22.0	BuildController.update	PATCH	/masters/{name}/jobs/**/update/{buildNumber}	name,buildNumber	-	-	UpdatedBuild	void	-	-	typed	CLAIM-S2-R0741 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:216
igor	v4.22.0	BuildController.build	PUT	/masters/{name}/jobs/**	name	requestParams:required	-	String	String	202	-	typed	CLAIM-S2-R0742 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:234
igor	v4.22.0	BuildController.getProperties	ANY	/builds/properties/{buildNumber}/{fileName}/{master:.+}/**	buildNumber,fileName,master	-	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0743 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:335
igor	v4.22.0	BuildController.getProperties	ANY	/builds/properties/{buildNumber}/{fileName}/{master}	buildNumber,fileName,master	job:required	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0744 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/BuildController.groovy:353
igor	v4.22.0	InfoController.listMasters	GET	/masters	-	type:optional	-	-	List<String>	-	-	typed	CLAIM-S2-R0745 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/InfoController.groovy:56
igor	v4.22.0	InfoController.getAllBuildServices	GET	/buildServices	-	-	-	-	List<BuildService>	-	-	typed	CLAIM-S2-R0746 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/InfoController.groovy:69
igor	v4.22.0	InfoController.getJobs	GET	/jobs/{master:.+}	master	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0747 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/InfoController.groovy:80
igor	v4.22.0	InfoController.getJobConfig	ANY	/jobs/{master:.+}/**	master	-	-	-	Object	-	-	untyped-return	CLAIM-S2-R0748 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/build/InfoController.groovy:116
igor	v4.22.0	AbstractCommitController.compareCommits	GET	/{projectKey}/{repositorySlug}/compareCommits	projectKey,repositorySlug	requestParams:required	-	-	List<Map<String, Object>>	-	-	untyped-return	CLAIM-S2-R0563 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/AbstractCommitController.java:43
igor	v4.22.0	ScmInfoController.listMasters	GET	/scm/masters	-	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0564 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/ScmInfoController.groovy:48
igor	v4.22.0	CommitController.compareCommits	GET	/bitbucket/{projectKey}/{repositorySlug}/compareCommits	projectKey,repositorySlug	requestParams:required	-	-	List	-	-	raw-generic	CLAIM-S2-R0565 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/bitbucket/CommitController.groovy:47
igor	v4.22.0	CommitController.compareCommits	GET	/github/{projectKey}/{repositorySlug}/compareCommits	projectKey,repositorySlug	requestParams:required	-	-	List	-	-	raw-generic	CLAIM-S2-R0566 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/github/CommitController.groovy:48
igor	v4.22.0	CommitController.compareCommits	GET	/gitlab/{projectKey}/{repositorySlug}/compareCommits	projectKey,repositorySlug	requestParams:required	-	-	List<Map<String, Object>>	-	-	untyped-return	CLAIM-S2-R0567 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/gitlab/CommitController.java:52
igor	v4.22.0	CommitController.compareCommits	GET	/stash/{projectKey}/{repositorySlug}/compareCommits	projectKey,repositorySlug	requestParams:required	-	-	List	-	-	raw-generic	CLAIM-S2-R0568 source:spinnaker/igor@v4.22.0 igor-web/src/main/groovy/com/netflix/spinnaker/igor/scm/stash/CommitController.groovy:44
igor	v4.22.0	ArtifactController.getVersions	GET	/artifacts/{provider}/{name}	provider,name	releaseStatus:optional,type:optional	-	-	List<String>	-	-	typed	CLAIM-S2-R0569 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/artifacts/ArtifactController.java:45
igor	v4.22.0	ArtifactController.getArtifact	GET	/artifacts/{provider}/{name}/{version:.+}	provider,name,version	type:optional	-	-	Artifact	-	-	typed	CLAIM-S2-R0570 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/artifacts/ArtifactController.java:55
igor	v4.22.0	CiController.getBuilds	GET	/ci/builds	-	projectKey:optional,repoSlug:optional,buildNumber:optional,commitId:optional,completionStatus:optional	-	-	List<GenericBuild>	-	-	typed	CLAIM-S2-R0571 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/ci/CiController.java:43
igor	v4.22.0	CiController.getBuildOutput	GET	/ci/builds/{buildId}/output	buildId	-	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0572 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/ci/CiController.java:53
igor	v4.22.0	AwsCodeBuildController.getAccounts	GET	/codebuild/accounts	-	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0573 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:38
igor	v4.22.0	AwsCodeBuildController.getProjects	GET	/codebuild/projects/{account}	account	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0574 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:43
igor	v4.22.0	AwsCodeBuildController.startBuild	POST	/codebuild/builds/start/{account}	account	-	-	Map<String, Object>	Build	-	consumes=application/json	untyped-body	CLAIM-S2-R0575 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:48
igor	v4.22.0	AwsCodeBuildController.getBuild	GET	/codebuild/builds/{account}/{buildId}	account,buildId	-	-	-	Build	-	-	typed	CLAIM-S2-R0576 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:58
igor	v4.22.0	AwsCodeBuildController.getArtifacts	GET	/codebuild/builds/artifacts/{account}/{buildId}	account,buildId	-	-	-	List<Artifact>	-	-	typed	CLAIM-S2-R0577 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:63
igor	v4.22.0	AwsCodeBuildController.stopBuild	POST	/codebuild/builds/stop/{account}/{buildId}	account,buildId	-	-	-	Build	-	-	typed	CLAIM-S2-R0578 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/codebuild/AwsCodeBuildController.java:68
igor	v4.22.0	ConcourseController.getTeams	GET	/concourse/{buildMaster}/teams	buildMaster	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0579 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/concourse/ConcourseController.java:45
igor	v4.22.0	ConcourseController.getPipelines	GET	/concourse/{buildMaster}/teams/{team}/pipelines	buildMaster,team	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0580 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/concourse/ConcourseController.java:54
igor	v4.22.0	ConcourseController.getJobs	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/jobs	buildMaster,team,pipeline	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0581 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/concourse/ConcourseController.java:68
igor	v4.22.0	ConcourseController.getResourceNames	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/resources	buildMaster,team,pipeline	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0582 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/concourse/ConcourseController.java:85
igor	v4.22.0	GoogleCloudBuildController.getAccounts	GET	/gcb/accounts	-	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0583 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:41
igor	v4.22.0	GoogleCloudBuildController.createBuild	POST	/gcb/builds/create/{account}	account	-	-	String	Build	-	consumes=application/json	typed	CLAIM-S2-R0584 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:47
igor	v4.22.0	GoogleCloudBuildController.updateBuild	PUT	/gcb/builds/{account}/{buildId}	account,buildId	-	-	String	void	-	consumes=application/json	typed	CLAIM-S2-R0585 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:57
igor	v4.22.0	GoogleCloudBuildController.getBuild	GET	/gcb/builds/{account}/{buildId}	account,buildId	-	-	-	Build	-	-	typed	CLAIM-S2-R0586 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:71
igor	v4.22.0	GoogleCloudBuildController.getArtifacts	GET	/gcb/builds/{account}/{buildId}/artifacts	account,buildId	-	-	-	List<Artifact>	-	-	typed	CLAIM-S2-R0587 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:77
igor	v4.22.0	GoogleCloudBuildController.extractArtifacts	PUT	/gcb/artifacts/extract/{account}	account	-	-	String	List<Artifact>	-	consumes=application/json	typed	CLAIM-S2-R0588 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:84
igor	v4.22.0	GoogleCloudBuildController.listTriggers	GET	/gcb/triggers/{account}	account	-	-	-	List<BuildTrigger>	-	-	typed	CLAIM-S2-R0589 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:95
igor	v4.22.0	GoogleCloudBuildController.runTrigger	POST	/gcb/triggers/{account}/{triggerId}/run	account,triggerId	-	-	String	Build	-	consumes=application/json	typed	CLAIM-S2-R0590 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:102
igor	v4.22.0	GoogleCloudBuildController.stopBuild	POST	/gcb/builds/stop/{account}/{buildId}	account,buildId	-	-	-	Build	-	-	typed	CLAIM-S2-R0591 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/gcb/GoogleCloudBuildController.java:117
igor	v4.22.0	NexusController.getNexusNames	GET	/nexus/names	-	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0592 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/nexus/NexusController.java:56
igor	v4.22.0	NexusController.webhook	POST	/nexus/webhook	-	-	-	NexusAssetWebhookPayload	void	-	consumes=application/json	typed	CLAIM-S2-R0593 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/nexus/NexusController.java:63
igor	v4.22.0	ManagedDeliveryScmController.listDeliveryConfigManifests	GET	/delivery-config/manifests	-	scmType:required,project:required,repository:required,directory:optional,extension:optional,ref:optional	-	-	List<String>	-	-	typed	CLAIM-S2-R0594 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/scm/ManagedDeliveryScmController.java:50
igor	v4.22.0	ManagedDeliveryScmController.getDeliveryConfigManifest	GET	/delivery-config/manifest	-	scmType:required,project:required,repository:required,manifest:required,directory:optional,ref:optional,raw:optional	-	-	Map<String, Object>	200,400,500	-	untyped-return	CLAIM-S2-R0595 source:spinnaker/igor@v4.22.0 igor-web/src/main/java/com/netflix/spinnaker/igor/scm/ManagedDeliveryScmController.java:71
fiat	v1.57.0	AuthorizeController.getAll	GET	/authorize	-	-	-	-	Set<UserPermission.View>	-	-	typed	CLAIM-S2-R0596 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:84
fiat	v1.57.0	AuthorizeController.getUserPermission	GET	/authorize/{userId:.+}	userId	-	-	-	UserPermission.View	-	-	typed	CLAIM-S2-R0597 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:104
fiat	v1.57.0	AuthorizeController.getUserAccounts	GET	/authorize/{userId:.+}/accounts	userId	-	-	-	Set<Account.View>	-	-	typed	CLAIM-S2-R0598 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:109
fiat	v1.57.0	AuthorizeController.getUserRoles	GET	/authorize/{userId:.+}/roles	userId	-	-	-	Set<Role.View>	-	-	typed	CLAIM-S2-R0599 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:114
fiat	v1.57.0	AuthorizeController.getUserAccount	GET	/authorize/{userId:.+}/accounts/{accountName:.+}	userId,accountName	-	-	-	Account.View	-	-	typed	CLAIM-S2-R0600 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:119
fiat	v1.57.0	AuthorizeController.getUserApplications	GET	/authorize/{userId:.+}/applications	userId	-	-	-	Set<Application.View>	-	-	typed	CLAIM-S2-R0601 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:128
fiat	v1.57.0	AuthorizeController.getUserApplication	GET	/authorize/{userId:.+}/applications/{applicationName:.+}	userId,applicationName	-	-	-	Application.View	-	-	typed	CLAIM-S2-R0602 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:133
fiat	v1.57.0	AuthorizeController.getServiceAccounts	GET	/authorize/{userId:.+}/serviceAccounts	userId	expand:optional	-	-	Set<? extends Viewable.BaseView>	-	-	typed	CLAIM-S2-R0603 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:144
fiat	v1.57.0	AuthorizeController.getServiceAccount	GET	/authorize/{userId:.+}/serviceAccounts/{serviceAccountName:.+}	userId,serviceAccountName	-	-	-	ServiceAccount.View	-	-	typed	CLAIM-S2-R0604 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:166
fiat	v1.57.0	AuthorizeController.getUserAuthorization	GET	/authorize/{userId:.+}/{resourceType:.+}/{resourceName:.+}/{authorization:.+}	userId,resourceType,resourceName,authorization	-	-	-	void	-	-	typed	CLAIM-S2-R0605 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:185
fiat	v1.57.0	AuthorizeController.canCreate	POST	/authorize/{userId:.+}/{resourceType:.+}/create	userId,resourceType	-	-	Object	void	-	-	untyped-body	CLAIM-S2-R0606 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/AuthorizeController.java:222
fiat	v1.57.0	RolesController.putUserPermission	POST	/roles/{userId:.+}	userId	-	-	-	void	-	-	typed	CLAIM-S2-R0607 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/RolesController.java:53
fiat	v1.57.0	RolesController.putUserPermission	PUT	/roles/{userId:.+}	userId	-	-	List<String>	void	-	-	typed	CLAIM-S2-R0608 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/RolesController.java:69
fiat	v1.57.0	RolesController.deleteUserPermission	DELETE	/roles/{userId:.+}	userId	-	-	-	void	-	-	typed	CLAIM-S2-R0609 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/RolesController.java:96
fiat	v1.57.0	RolesController.sync	POST	/roles/sync	-	-	-	List<String>	long	-	-	typed	CLAIM-S2-R0610 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/RolesController.java:101
fiat	v1.57.0	RolesController.syncServiceAccount	POST	/roles/sync/serviceAccount/{serviceAccountId:.+}	serviceAccountId	-	-	List<String>	long	-	-	typed	CLAIM-S2-R0611 source:spinnaker/fiat@v1.57.0 fiat-web/src/main/java/com/netflix/spinnaker/fiat/controllers/RolesController.java:116
rosco	v1.26.0	BakeryController.bakeOptions	GET	/bakeOptions	-	-	-	-	List<BakeOptions>	-	-	typed	CLAIM-S2-R0612 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:69
rosco	v1.26.0	BakeryController.bakeOptionsByCloudProvider	GET	/bakeOptions/{cloudProvider}	cloudProvider	-	-	-	BakeOptions	-	-	typed	CLAIM-S2-R0613 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:74
rosco	v1.26.0	BakeryController.baseImage	GET	/bakeOptions/{cloudProvider}/baseImages/{imageId}	cloudProvider,imageId	-	-	-	BakeOptions.BaseImage	-	-	typed	CLAIM-S2-R0614 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:83
rosco	v1.26.0	BakeryController.createBake	POST	/api/v1/{region}/bake	region	rebake:optional	-	BakeRequest	BakeStatus	-	-	typed	CLAIM-S2-R0615 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:150
rosco	v1.26.0	BakeryController.lookupStatus	GET	/api/v1/{region}/status/{statusId}	region,statusId	-	-	-	BakeStatus	-	-	typed	CLAIM-S2-R0616 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:226
rosco	v1.26.0	BakeryController.lookupBake	GET	/api/v1/{region}/bake/{bakeId}	region,bakeId	-	-	-	Bake	-	-	typed	CLAIM-S2-R0617 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:239
rosco	v1.26.0	BakeryController.lookupLogs	GET	/api/v1/{region}/logs/{statusId}	region,statusId	-	-	-	Map	-	produces=application/json	untyped-return	CLAIM-S2-R0618 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:258
rosco	v1.26.0	BakeryController.lookupLogsByImageId	GET	/api/v1/{region}/logs/image/{imageId}	region,imageId	-	-	-	Map	-	produces=application/json	untyped-return	CLAIM-S2-R0619 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:269
rosco	v1.26.0	BakeryController.deleteBake	DELETE	/api/v1/{region}/bake	region	-	-	BakeRequest	String	-	-	typed	CLAIM-S2-R0620 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:289
rosco	v1.26.0	BakeryController.createDeleteBakesRequest	POST	/api/v1/bakes/delete-requests	-	-	-	DeleteBakesRequest	void	-	-	typed	CLAIM-S2-R0621 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:312
rosco	v1.26.0	BakeryController.cancelBake	GET	/api/v1/{region}/cancel/{statusId}	region,statusId	-	-	-	String	-	-	typed	CLAIM-S2-R0622 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/BakeryController.groovy:321
rosco	v1.26.0	StatusController.instanceIncompleteBakes	ANY	/status/instance	-	-	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0623 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/StatusController.groovy:44
rosco	v1.26.0	StatusController.allIncompleteBakes	ANY	/status/all	-	-	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0624 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/StatusController.groovy:50
rosco	v1.26.0	V2BakeryController.doBake	POST	/api/v2/manifest/bake/{type}	type	-	-	Map<String, Object>	Artifact	-	-	untyped-body	CLAIM-S2-R0625 source:spinnaker/rosco@v1.26.0 rosco-web/src/main/groovy/com/netflix/spinnaker/rosco/controllers/V2BakeryController.java:29
kayenta	v2.46.0	AtlasFetchController.queryMetrics	POST	/fetch/atlas/query	-	metricsAccountName:optional,storageAccountName:optional,q:required,metricSetName:required,type:required,scope:required,location:required,start:required,end:required,step:required	-	-	Map	-	-	untyped-return	CLAIM-S2-R0626 source:spinnaker/kayenta@v2.46.0 kayenta-atlas/src/main/java/com/netflix/kayenta/atlas/controllers/AtlasFetchController.java:54
kayenta	v2.46.0	DatadogFetchController.queryMetrics	POST	/fetch/datadog/query	-	metricsAccountName:optional,storageAccountName:optional,metricSetName:required,metricName:required,scope:optional,start:optional,end:optional,dryRun:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0627 source:spinnaker/kayenta@v2.46.0 kayenta-datadog/src/main/java/com/netflix/kayenta/datadog/controller/DatadogFetchController.java:61
kayenta	v2.46.0	GraphiteFetchController.queryMetrics	POST	/fetch/graphite/query	-	metricsAccountName:optional,storageAccountName:optional,metricSetName:required,metricName:required,scope:optional,location:optional,start:required,end:required,dryRun:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0628 source:spinnaker/kayenta@v2.46.0 kayenta-graphite/src/main/java/com/netflix/kayenta/graphite/controller/GraphiteFetchController.java:62
kayenta	v2.46.0	InfluxDbFetchController.queryMetrics	POST	/fetch/influxdb/query	-	metricsAccountName:optional,storageAccountName:optional,metricSetName:required,metricName:required,fields:optional,scope:optional,start:optional,end:optional,step:required	-	-	Map<String, String>	-	-	untyped-return	CLAIM-S2-R0629 source:spinnaker/kayenta@v2.46.0 kayenta-influxdb/src/main/java/com/netflix/kayenta/influxdb/controller/InfluxDbFetchController.java:63
kayenta	v2.46.0	NewRelicFetchController.queryMetrics	POST	/fetch/newrelic/query	-	metricsAccountName:optional,storageAccountName:optional,scope:optional,location:optional,start:required,end:required,step:required,metricIndex:optional,dryRun:optional	-	NewRelicFetchRequest	Map	-	-	untyped-return	CLAIM-S2-R0630 source:spinnaker/kayenta@v2.46.0 kayenta-newrelic-insights/src/main/java/com/netflix/kayenta/newrelic/controller/NewRelicFetchController.java:62
kayenta	v2.46.0	AdminController.setInstanceEnabled	POST	/admin/orca/instance/enabled	-	-	-	Map<String, Boolean>	void	-	consumes=application/json	untyped-body	CLAIM-S2-R0631 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/AdminController.java:46
kayenta	v2.46.0	PipelineController.start	POST	/pipelines/start	-	-	-	Map	String	-	-	untyped-body	CLAIM-S2-R0632 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/PipelineController.java:101
kayenta	v2.46.0	PipelineController.getPipeline	GET	/pipelines/{executionId}	executionId	-	-	-	PipelineExecution	-	-	typed	CLAIM-S2-R0633 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/PipelineController.java:107
kayenta	v2.46.0	PipelineController.cancel	PUT	/pipelines/{executionId}/cancel	executionId	-	-	-	void	202	-	typed	CLAIM-S2-R0634 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/PipelineController.java:113
kayenta	v2.46.0	PipelineController.delete	DELETE	/pipelines/{executionId}	executionId	-	-	-	ResponseEntity<?>(raw)	200,401	-	untyped-return	CLAIM-S2-R0635 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/PipelineController.java:130
kayenta	v2.46.0	PipelineController.list	GET	/pipelines	-	-	-	-	List<String>	-	-	typed	CLAIM-S2-R0636 source:spinnaker/kayenta@v2.46.0 kayenta-orca/src/main/java/com/netflix/kayenta/orca/controllers/PipelineController.java:143
kayenta	v2.46.0	PrometheusFetchController.queryMetrics	POST	/fetch/prometheus/query	-	metricsAccountName:optional,storageAccountName:optional,metricSetName:required,metricName:required,groupByFields:optional,project:optional,resourceType:optional,location:optional,scope:optional,labelBindings:optional,start:optional,end:optional,step:required,customFilter:optional,dryRun:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0637 source:spinnaker/kayenta@v2.46.0 kayenta-prometheus/src/main/java/com/netflix/kayenta/prometheus/controllers/PrometheusFetchController.java:64
kayenta	v2.46.0	StackdriverFetchController.queryMetrics	POST	/fetch/stackdriver/query	-	metricsAccountName:optional,storageAccountName:optional,metricSetName:required,metricType:required,groupByFields:optional,project:optional,resourceType:optional,location:optional,scope:optional,startTimeIso:optional,endTimeIso:optional,step:required,customFilter:optional,dryRun:optional	-	Map<String, String>	Map	-	-	untyped-both	CLAIM-S2-R0638 source:spinnaker/kayenta@v2.46.0 kayenta-stackdriver/src/main/java/com/netflix/kayenta/stackdriver/controllers/StackdriverFetchController.java:71
kayenta	v2.46.0	StandaloneCanaryAnalysisController.initiateCanaryAnalysis	POST	/standalone_canary_analysis/{canaryConfigId:.+}	canaryConfigId	user:optional,application:optional,parentPipelineExecutionId:optional,metricsAccountName:optional,configurationAccountName:optional,storageAccountName:optional	-	CanaryAnalysisExecutionRequest	CanaryAnalysisExecutionResponse	-	consumes=application/json	typed	CLAIM-S2-R0639 source:spinnaker/kayenta@v2.46.0 kayenta-standalone-canary-analysis/src/main/java/com/netflix/kayenta/standalonecanaryanalysis/controller/StandaloneCanaryAnalysisController.java:93
